#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;False;True;unity;DeviceLocationProvider;20180524-164051.317;20180524-164052.000;60.19199370;24.96787260;4.0;37.2;26.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164051.818;20180524-164053.000;60.19201000;24.96788220;3.0;34.8;344.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164052.320;20180524-164053.000;60.19201000;24.96788220;3.0;34.8;4.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164052.839;20180524-164054.000;60.19202000;24.96789170;3.0;35.4;351.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164053.338;20180524-164054.000;60.19202000;24.96789170;3.0;35.4;3.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164053.836;20180524-164055.000;60.19203000;24.96790000;3.0;35.7;350.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164054.339;20180524-164055.000;60.19203000;24.96790000;3.0;35.7;10.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164054.840;20180524-164056.000;60.19204330;24.96790890;4.0;36.9;348.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164055.341;20180524-164056.000;60.19204330;24.96790890;4.0;36.9;13.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164055.841;20180524-164057.000;60.19205000;24.96791270;4.0;36.9;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164056.344;20180524-164057.000;60.19205000;24.96791270;4.0;36.9;28.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164056.840;20180524-164058.000;60.19206240;24.96792000;3.0;36.8;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164057.339;20180524-164058.000;60.19206240;24.96792000;3.0;36.8;35.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164057.841;20180524-164059.000;60.19206240;24.96793560;3.0;36.8;54.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164058.342;20180524-164059.000;60.19206240;24.96793560;3.0;36.8;53.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164058.843;20180524-164100.000;60.19206000;24.96795460;3.0;48.4;78.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164059.343;20180524-164100.000;60.19206000;24.96795460;3.0;48.4;84.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164059.844;20180524-164101.000;60.19205000;24.96797560;3.0;68.0;59.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164100.346;20180524-164101.000;60.19205000;24.96797560;3.0;68.0;60.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164100.845;20180524-164102.000;60.19204330;24.96800000;3.0;88.3;65.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164101.346;20180524-164102.000;60.19204330;24.96800000;3.0;88.3;74.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164101.848;20180524-164103.000;60.19203570;24.96801760;3.0;107.1;84.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
